spearman	pearson	pv_s	pv_p
0.8848897025824107	0.8849015529946516	3.045415493167525e-22	3.036263994384261e-22
0.8848897025824107	0.8845712031944615	3.045415493167525e-22	3.3015769968928067e-22
0.8847065335278499	0.8843279727163601	3.1902940833748766e-22	3.511057990797443e-22
0.8834701424095658	0.8839739642218374	4.356999261779647e-22	3.8389799443326636e-22
0.8821650628958213	0.8837746440628328	6.0313553381925205e-22	4.0363967934832015e-22
0.8827603623231435	0.8834891401639872	5.202392963036646e-22	4.33629929129494e-22
0.8821650628958213	0.8831939312425718	6.0313553381925205e-22	4.668930302799142e-22
0.8823482319503821	0.8829451202288079	5.763606663012595e-22	4.968252400347604e-22
0.8827603623231435	0.8826273415310489	5.202392963036646e-22	5.377513224656548e-22
0.8829435313777041	0.8824802050611742	4.9702219479972105e-22	5.577831467181314e-22
0.8838593766505072	0.8822896509779228	3.9513064151823856e-22	5.847966968544792e-22
0.8838593766505072	0.8820054452955821	3.9513064151823856e-22	6.274415140067972e-22
0.8840196495732477	0.8817588858391522	3.7950594631464734e-22	6.668512469408073e-22
0.883790688255047	0.8815834192785169	4.020150509323214e-22	6.963389026088484e-22
0.8827374661913234	0.8814673384298312	5.232138773097441e-22	7.165328328322175e-22
0.8830809081686244	0.8811691024721848	4.802678930761552e-22	7.710359028944699e-22
0.8828519468504237	0.8810485181478287	5.085030899511443e-22	7.941883820029579e-22
0.8836762075959466	0.8809600180754931	4.1374665968464363e-22	8.116052872061967e-22
0.8837219998595868	0.8808018396535858	4.090149637506898e-22	8.436557498086142e-22
0.8820047899730808	0.8806756709589818	6.275432229228642e-22	8.700911646109476e-22
0.8821650628958213	0.880524918401056	6.0313553381925205e-22	9.027246926774118e-22
0.8825314010049425	0.8802850927761697	5.507328857569631e-22	9.570832165409134e-22
0.8829435313777041	0.8801414780338029	4.9702219479972105e-22	9.911300460880348e-22
0.8819818938412608	0.8800030939687722	6.311067925874793e-22	1.0250388327209827e-21
0.8811576330957378	0.879914698607869	7.732097559757422e-22	1.0472807245554699e-21
0.8820505822367211	0.8797738317932079	6.204741550675392e-22	1.0836892943154657e-21
0.8820505822367211	0.8797371443780029	6.204741550675392e-22	1.0933698869698184e-21
0.8811347369639178	0.8796380034450629	7.7756705730404175e-22	1.119948466017984e-21
0.8822108551594615	0.8795860895578115	5.963316153207651e-22	1.1341132007038776e-21
0.8814094905457588	0.8793916142311478	7.2680579554116925e-22	1.188725991837474e-21
0.8815468673366792	0.8793502521029762	7.026377414308559e-22	1.2006637698696992e-21
0.8827832584549634	0.8792783812470122	5.172810127598428e-22	1.2216820780920222e-21
0.8827832584549634	0.8792083123106037	5.172810127598428e-22	1.242514397176627e-21
0.8832182849595449	0.8790513264750686	4.640584406779481e-22	1.2904377347030012e-21
0.8830351159049844	0.8789944043841549	4.857912636563476e-22	1.3082504216557796e-21
0.8827603623231435	0.8788981106510314	5.202392963036646e-22	1.3389243121391305e-21
0.8826687777958632	0.8788524803214106	5.322362707940729e-22	1.3537004504363964e-21
0.8822566474231016	0.8787672862039946	5.896016793634813e-22	1.3817097580592888e-21
0.8826000894004028	0.8785698433175124	5.414084764870473e-22	1.4487858392095235e-21
0.8830580120368045	0.8785447273610267	4.830219714000868e-22	1.4575399571873998e-21
0.8823024396867418	0.8785017486035344	5.82944951809269e-22	1.4726384548634694e-21
0.8817071402594197	0.8784483738430588	6.754197861679163e-22	1.4915989081973336e-21
0.8817071402594197	0.8784034352222536	6.754197861679163e-22	1.5077447197805215e-21
0.8817071402594197	0.8784150712502691	6.754197861679163e-22	1.503547980216654e-21
0.8805394375365959	0.8783137039807011	8.995311169479911e-22	1.5404890790248e-21
0.8805394375365959	0.8782233439811871	8.995311169479911e-22	1.574154621800558e-21
0.8807912949866167	0.8782957773400897	8.45835141702082e-22	1.5471123947659048e-21
0.8794404232092319	0.8781541360884852	1.1747859832049899e-21	1.6004176548583804e-21
0.8802633122206946	0.8782121390198371	9.621732657897802e-22	1.5783783323501974e-21
0.8804249568774952	0.8781228679285799	9.250102309221651e-22	1.612421264642482e-21
0.8799670342410938	0.8779461511903162	1.0340566071918631e-21	1.6819088585753408e-21
0.8796006961319724	0.8778758931656078	1.1301104345044995e-21	1.710329202166498e-21
0.8800815149001943	0.877857450176129	1.0056882192305007e-21	1.717865964577462e-21
0.8796693845274327	0.8778611792608308	1.111468934635702e-21	1.7163394912982196e-21
0.879119877363751	0.8777326967437942	1.269296040551374e-21	1.7696932966942395e-21
0.879119877363751	0.87772289979501	1.269296040551374e-21	1.773826499992781e-21
0.8802646839547548	0.8776332821975169	9.618519276955782e-22	1.8120690737099355e-21
0.8802646839547548	0.8776067893105403	9.618519276955782e-22	1.8235256726243027e-21
0.8802646839547548	0.8776128621324555	9.618519276955782e-22	1.820893390410635e-21
0.8791427734955709	0.8775507341297101	1.2623093072391835e-21	1.8479966539567677e-21
0.8790053967046503	0.8775328442417367	1.3047922318829531e-21	1.8558728835019134e-21
0.8792114618910312	0.8773766407109301	1.2415706888550555e-21	1.9260309226314958e-21
0.8792114618910312	0.8772606006843711	1.2415706888550555e-21	1.979796460255851e-21
0.8792343580228512	0.8771914626726147	1.2347310494522668e-21	2.012514845446011e-21
0.8792343580228512	0.8771800809768548	1.2347310494522668e-21	2.0179507271438147e-21
0.8792343580228512	0.87708307196688	1.2347310494522668e-21	2.0648596472562947e-21
0.8802417878229347	0.8770146139684571	9.672290677541802e-22	2.0985929637445373e-21
0.8797838651865333	0.8768805967483786	1.0810562268443747e-21	2.1661745212228157e-21
0.8797838651865333	0.8767863314787332	1.0810562268443747e-21	2.214960887810355e-21
0.8797838651865333	0.8767342032654029	1.0810562268443747e-21	2.242392195920252e-21
0.8798525535819933	0.8767559266785354	1.0631951217064239e-21	2.2309211961792943e-21
0.8786619547273493	0.8767695709557869	1.417112044012101e-21	2.223745288835028e-21
0.8786619547273493	0.8766343911455081	1.417112044012101e-21	2.295832030596111e-21
0.8788909160455501	0.8765599410415221	1.3412437265405964e-21	2.3364895390147273e-21
0.8787993315182698	0.8765934371456	1.3711093195451605e-21	2.3181120831520386e-21
0.8783185127500481	0.876550287420371	1.5387170453410644e-21	2.3418119440017765e-21
0.8778376939818265	0.876577256926199	1.7259748591867454e-21	2.3269718206190845e-21
0.8778376939818265	0.8764688732231711	1.7259748591867454e-21	2.3871656162277927e-21
0.8790053967046503	0.8763717059678233	1.3047922318829531e-21	2.4424028577858817e-21
0.8790053967046503	0.8763929145664208	1.3047922318829531e-21	2.4302422367515193e-21
0.8792572541546715	0.8765042409537673	1.2279277154851706e-21	2.3673602139651143e-21
0.8790053967046503	0.8764621583679586	1.3047922318829531e-21	2.3909438193836677e-21
0.8786390585955292	0.8763593910422446	1.4249223174754985e-21	2.449490885809481e-21
0.8787764353864496	0.8762634495125639	1.3786752259358307e-21	2.505393921643757e-21
0.8787764353864496	0.8762473328105234	1.3786752259358307e-21	2.514904532518463e-21
0.8795549038683323	0.8762498347013385	1.142705046996703e-21	2.5134258674595818e-21
0.8795549038683323	0.876090926929108	1.142705046996703e-21	2.6090256304969046e-21
0.8785932663318891	0.8760151926378029	1.4406674527571732e-21	2.6558110234267104e-21
0.8784787856727886	0.8758852039489301	1.4807670044471951e-21	2.7380024900831203e-21
0.8790969812319308	0.8758317814902807	1.2763200200028744e-21	2.7724869821996887e-21
0.8777003171909058	0.8757848563295081	1.7833892542992788e-21	2.8031222312620653e-21
0.8777003171909058	0.8757750377518615	1.7833892542992788e-21	2.809573444882775e-21
0.8780437591682072	0.8757530611114959	1.6431790653667971e-21	2.8240648794684396e-21
0.8777003171909058	0.8757355264058724	1.7833892542992788e-21	2.8356789063860607e-21
0.8778834862454665	0.8757076527104861	1.7072355410847597e-21	2.8542356617384165e-21
0.8778834862454665	0.8755505089793058	1.7072355410847597e-21	2.9610618420546056e-21
0.8788451237819098	0.875622652958631	1.3560973220248534e-21	2.9115487850923044e-21
0.8786390585955292	0.8755402623669126	1.4249223174754985e-21	2.968159623678617e-21
0.8776774210590859	0.8755569319988414	1.793135464953222e-21	2.956620984616303e-21
0.8788909160455501	0.8754637706905194	1.3412437265405964e-21	3.0216652808687128e-21
0.879165669627391	0.8754585676776723	1.2553596300731319e-21	3.0253383198917883e-21
0.8786848508591694	0.8754355069758788	1.4093430188824383e-21	3.0416697334754755e-21
0.880035722636554	0.8753919049209681	1.0169444242860988e-21	3.0727807367538235e-21
0.880035722636554	0.8753059693694524	1.0169444242860988e-21	3.1349973444012168e-21
0.8794862154728722	0.8752576775608807	1.1618508369439207e-21	3.1704908758814408e-21
0.8799670342410938	0.8751972495115523	1.0340566071918631e-21	3.2154497399166826e-21
0.8799670342410938	0.87518090878251	1.0340566071918631e-21	3.2277124378949533e-21
0.8794862154728722	0.8751183901493337	1.1618508369439207e-21	3.2750459426933056e-21
0.8799670342410938	0.8750481029143125	1.0340566071918631e-21	3.329059506887564e-21
0.8788909160455501	0.8749995001265691	1.3412437265405964e-21	3.3669099435639444e-21
0.8793259425501316	0.8749721329386719	1.2077336969024391e-21	3.388404767189696e-21
0.8805852298002359	0.8749592256954563	8.895299609773593e-22	3.3985882251806675e-21
0.8801044110320143	0.8749391991672082	1.0001052237930804e-21	3.414446976857425e-21
0.8805852298002359	0.8748782483143029	8.895299609773593e-22	3.4631529717521705e-21
0.8790511889682907	0.8749080669920815	1.2904804819758031e-21	3.439241761438625e-21
0.8785245779364289	0.8747980518926628	1.464599816331177e-21	3.5282585277380205e-21
0.8777461094545462	0.8748216349146971	1.7640496935851395e-21	3.508991844054165e-21
0.8789367083091901	0.8748305936312688	1.3265469249544722e-21	3.501699410038229e-21
0.8794862154728722	0.8748153785456221	1.1618508369439207e-21	3.5140932276606426e-21
0.8785932663318891	0.8748995551232892	1.4406674527571732e-21	3.446051052636064e-21
0.8790740851001108	0.8748974904753523	1.2833814365218059e-21	3.447704677327576e-21
0.8790740851001108	0.8748519047396333	1.2833814365218059e-21	3.4844106906361476e-21
0.8783872011455084	0.8747541754786482	1.5136186856483256e-21	3.5643758281131634e-21
0.8789367083091901	0.8747377349566214	1.3265469249544722e-21	3.578000503681959e-21
0.8789367083091901	0.8747484067888174	1.3265469249544722e-21	3.5691507863958424e-21
0.8789367083091901	0.8747342170671162	1.3265469249544722e-21	3.5809223755880015e-21
0.8789367083091901	0.8746094711714694	1.3265469249544722e-21	3.686031822879073e-21
0.8785703702000689	0.8745702497135486	1.4486027388368475e-21	3.719688970221413e-21
0.8785703702000689	0.8745138262716872	1.4486027388368475e-21	3.7686273409122606e-21
0.8789367083091901	0.8745382861489825	1.3265469249544722e-21	3.747336613919666e-21
0.8789367083091901	0.8744835455533996	1.3265469249544722e-21	3.795146159147542e-21
0.8789367083091901	0.874330795962162	1.3265469249544722e-21	3.931682558047216e-21
0.8792801502864914	0.8742476020280788	1.2211605015702547e-21	4.008023639688423e-21
0.8792801502864914	0.8741963806040209	1.2211605015702547e-21	4.055733816536377e-21
0.8789138121773701	0.874159880876185	1.3338758264046754e-21	4.090064743779033e-21
0.8787764353864496	0.8740810601013169	1.3786752259358307e-21	4.165159445903192e-21
0.8787764353864496	0.8739845719918481	1.3786752259358307e-21	4.258895129414832e-21
0.8784329934091486	0.8738859035252167	1.4971060421960094e-21	4.3568486671613325e-21
0.8785703702000689	0.8738139217355094	1.4486027388368475e-21	4.429674024419712e-21
0.8785703702000689	0.8737916225020492	1.4486027388368475e-21	4.452471455921817e-21
0.8798983458456335	0.8737292926398588	1.0514460262351026e-21	4.5167948161567655e-21
0.880035722636554	0.8737472155816167	1.0169444242860988e-21	4.498207539095665e-21
0.8810074450228997	0.8737485754876324	8.02226358825742e-22	4.496800237390753e-21
0.8821192706321813	0.8737004637168087	6.100142168538828e-22	4.546847600034813e-21
0.8821192706321813	0.8736896755078065	6.100142168538828e-22	4.5581432384177366e-21
0.8817758286548799	0.8736650442843226	6.640685206168897e-22	4.584034390912681e-21
0.8816384518639595	0.8736193823406686	6.869578797631193e-22	4.632407181880555e-21
0.8822108551594615	0.8735973176454747	5.963316153207651e-22	4.655957622830048e-21
0.8815468673366792	0.8735585773400835	7.026377414308559e-22	4.6975857816226436e-21
0.8821192706321813	0.8735767767265775	6.100142168538828e-22	4.677985292652198e-21
0.8829435313777041	0.8736100305921995	4.9702219479972105e-22	4.6423745965988434e-21
0.8830351159049844	0.8735507442672309	4.857912636563476e-22	4.706046219284464e-21
0.8820492309459869	0.8735515846676372	6.206816542236454e-22	4.7051378074003096e-21
0.8827832584549634	0.8734319285312052	5.172810127598428e-22	4.83619181661837e-21
0.8844546760778293	0.8734288086518054	3.4003866489894516e-22	4.8396554725846416e-21
0.8838822727823272	0.8734264896422219	3.9286118789988316e-22	4.8422315594334e-21
0.8844088838141891	0.8733250155693653	3.4399911368434334e-22	4.956257007090564e-21
0.8844088838141891	0.8731727176854667	3.4399911368434334e-22	5.1322592533491256e-21
0.8844088838141891	0.8731479802759606	3.4399911368434334e-22	5.161409307559955e-21
0.8838822727823272	0.8731279193484236	3.9286118789988316e-22	5.185165716723853e-21
0.8843401954187289	0.8731190218570343	3.5002324067378774e-22	5.1957359195246256e-21
0.8843401954187289	0.8730339387986104	3.5002324067378774e-22	5.297868081707242e-21
0.8842944031550887	0.8730240079013447	3.540956619628795e-22	5.309914201138151e-21
0.883836480518687	0.8729066006365187	3.974127247722769e-22	5.454343036735546e-21
0.8842944031550887	0.8729336621371967	3.540956619628795e-22	5.420721486420138e-21
0.8835388308050258	0.8729192017815419	4.2826034099452915e-22	5.4386623044495204e-21
0.8830809081686244	0.8727896799701524	4.802678930761552e-22	5.601929319977507e-21
0.8844775722096493	0.8727826011442936	3.3807495292260187e-22	5.610987157448825e-21
0.8847294296596699	0.8728270415615036	3.171827530721486e-22	5.554355452883784e-21
0.8851173477304629	0.8727158275153998	2.874178278929808e-22	5.697125477731498e-21
0.8854850020097327	0.8727070684604108	2.6170453908854493e-22	5.708518749502064e-21
0.8857368594597538	0.8726492067631622	2.4538510787503583e-22	5.78433502783367e-21
0.8857368594597538	0.8725862592013208	2.4538510787503583e-22	5.8679165337077746e-21
0.8846607412642098	0.8725966388993363	3.227538479721575e-22	5.8540547865681835e-21
0.8854163136142724	0.8724667097468164	2.6633374250834296e-22	6.029867042704042e-21
0.8854163136142724	0.8724645555352479	2.6633374250834296e-22	6.032824413491418e-21
0.8857368594597538	0.872454477028378	2.4538510787503583e-22	6.046679076675201e-21
0.8857368594597538	0.8723815136333781	2.4538510787503583e-22	6.147897862116533e-21
0.8854163136142724	0.8723413278456267	2.6633374250834296e-22	6.204340589864968e-21
0.8854163136142724	0.8723973901504093	2.6633374250834296e-22	6.125735143333027e-21
0.8857368594597538	0.8723137137656699	2.4538510787503583e-22	6.2434147263554584e-21
0.8857368594597538	0.8722784552170172	2.4538510787503583e-22	6.293650435059041e-21
0.8857368594597538	0.8722359626903733	2.4538510787503583e-22	6.3547103538903076e-21
0.8857368594597538	0.8721821420928837	2.4538510787503583e-22	6.4328674943530295e-21
0.8864466395461762	0.8722376868790909	2.044980871618999e-22	6.3522217029676646e-21
0.8867671853916571	0.8721602311583094	1.8826408436690262e-22	6.4649505355509336e-21
0.8857139633279336	0.8720873561483166	2.468271935623535e-22	6.5727699669423315e-21
0.8864466395461762	0.8720984552508041	2.044980871618999e-22	6.5562376517687276e-21
0.8861260937006948	0.8720728399977113	2.2207690857825057e-22	6.594452636880362e-21
0.8864466395461762	0.8720885571517941	2.044980871618999e-22	6.570979115157336e-21
0.8864466395461762	0.8720714295854485	2.044980871618999e-22	6.59656302737159e-21
0.8857368594597538	0.8721056602328867	2.4538510787503583e-22	6.545527143570649e-21
0.8870190428416782	0.8720458952251791	1.763873074074228e-22	6.634882588819554e-21
0.8872480041598789	0.8719808887298757	1.662193944618526e-22	6.733408275321105e-21
0.8873395886871592	0.8718968849335591	1.6231246062678752e-22	6.862815260579622e-21
0.8873395886871592	0.8719489832211775	1.6231246062678752e-22	6.782279170135585e-21
0.8872937964235191	0.8718687708441379	1.6425473330420112e-22	6.906657183991155e-21
0.8876601345326401	0.8718913132706458	1.4932312322391987e-22	6.871482523280615e-21
0.8872022118962387	0.8718767352239047	1.6820669229777015e-22	6.894209993655565e-21
0.8873853809507992	0.871913227233032	1.603923308465136e-22	6.837453912353993e-21
0.8863779511507159	0.8718348397635077	2.0814824366545867e-22	6.959929562640827e-21
0.8872937964235191	0.8717308561488339	1.6425473330420112e-22	7.125661544343203e-21
0.8860116130415945	0.8716390978118659	2.2870107484657896e-22	7.27505965195793e-21
0.8873853809507992	0.8716886780443001	1.603923308465136e-22	7.193964001536835e-21
0.8872937964235191	0.8716066548166408	1.6425473330420112e-22	7.328600615090268e-21
0.8867442892598371	0.8716131300798127	1.8938121538316706e-22	7.317884210709097e-21
0.8866298086007367	0.8716359469937247	1.950633772588954e-22	7.280242914070795e-21
0.8864924318098164	0.8716572830961318	2.0209900308932616e-22	7.245213276425603e-21
0.8864924318098164	0.8716009202658728	2.0209900308932616e-22	7.338103775664836e-21
0.8860345091734148	0.8715672677320894	2.2736119117003464e-22	7.394111569909008e-21
0.8869045621825776	0.8715631704373936	1.8169347661739115e-22	7.40095872963198e-21
0.8869045621825776	0.8716041488180531	1.8169347661739115e-22	7.332752037215592e-21
0.886148989832515	0.8715858775833503	2.2077444698613617e-22	7.363088578375658e-21
0.886148989832515	0.8716062878390735	2.2077444698613617e-22	7.329208406422542e-21
0.8870877312371382	0.8715792651180649	1.7327562506361246e-22	7.374097305144969e-21
0.8865153279416363	0.8715447506738184	2.009096548933195e-22	7.431816265985961e-21
0.8872709002916992	0.8715329293125741	1.652342498722174e-22	7.451685124334579e-21
0.8880951610372217	0.8715627333587646	1.332873265713174e-22	7.401689510251888e-21
0.8880951610372217	0.8715028177146107	1.332873265713174e-22	7.502526839701696e-21
0.8880951610372217	0.8714100815704169	1.332873265713174e-22	7.661213850633126e-21
0.8874540693462595	0.8713772197204883	1.575531232588151e-22	7.718217748308654e-21
0.8873395886871592	0.8713726809064875	1.6231246062678752e-22	7.726123045813795e-21
